FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight,FaceScore,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,Pitch,Roll,Yaw
4.4207868576049805,-0.21225929260253906,37.33814239501953,48.32298278808594,0.803210437297821,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,-14.708438301606133,-1.2570627999867352,-0.4522096738822921
1.5688390731811523,1.1302728652954102,34.59719467163086,45.81950759887695,0.9694864153862,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,10.264507479645726,13.94523371548909,47.604615814285154
2.253816604614258,-0.5868072509765625,39.564361572265625,51.2208366394043,0.9593808054924011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.30705092079329765,-3.28993375465621,-9.403058457695794
8.02379322052002,3.27700138092041,34.89569854736328,41.650474548339844,0.9953638315200806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.238916533625536,-1.9080268435829093,5.8047825832975315
5.486054420471191,2.3789334297180176,37.34000778198242,45.48355484008789,0.9592454433441162,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,-3.4571963752376633,-6.976107775964629,4.5580594962940255
3.908174514770508,0.05100059509277344,37.9654541015625,52.146820068359375,0.7863200902938843,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,-4.249473881197566,9.407203311825343,-3.556930269543733
8.120564460754395,2.9597997665405273,37.87997817993164,46.36598587036133,0.6251876354217529,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.377179278583513,-5.700193013402139,3.097112990230425
5.5948920249938965,-2.1236929893493652,35.795928955078125,43.51680374145508,0.8531173467636108,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,-17.346565100491414,-10.336187305969775,5.878181524254567
2.1328024864196777,-1.3354110717773438,42.5068244934082,50.59157180786133,0.9632965326309204,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,-7.1938979585533,-15.934878555361076,3.682726091146825
0.07770252227783203,-4.958719253540039,49.110904693603516,60.05333709716797,0.8963137865066528,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-13.629885422018795,-7.217625113492564,23.046299051709088
7.250511646270752,0.8375458717346191,36.642662048339844,47.63544464111328,0.9707310199737549,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8043670219526975,3.759684189960797,3.764784127435023
3.355297565460205,-0.0012116432189941406,32.41553497314453,41.03495407104492,0.9949224591255188,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,-6.794179652066727,-0.4048931755287741,-0.8388861394183889
7.764138221740723,4.130641937255859,36.927188873291016,45.40901184082031,0.977502167224884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7.58784270183497,-1.1370282270418166,15.029021864831293
6.279295921325684,0.5079331398010254,37.95380401611328,45.202613830566406,0.7949218153953552,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6.4836541022110605,5.9633925320471075,6.257051482313648
4.579592227935791,0.8622608184814453,37.76651382446289,47.72535705566406,0.934823215007782,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-9.51784357769427,1.0215009050715909,2.69864003862252
6.286959171295166,0.9273104667663574,32.17961502075195,42.3361930847168,0.9829860329627991,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-3.6582121406586405,-1.1607758693645616,-1.3235737886846
3.025513172149658,-0.8195285797119141,38.66950225830078,50.48632049560547,0.9670085906982422,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,-2.9484142452224145,-3.2691243596024395,-7.540513987566548
-0.28925514221191406,-2.7651100158691406,40.66259002685547,54.792545318603516,0.9502426385879517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.90327396105767,-9.963820867838276,-21.26379583611665
5.938267707824707,6.411468029022217,36.49415588378906,43.11792755126953,0.9128051400184631,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,4.546520838123849,-0.011036881384215151,10.429363923785264
5.580224990844727,1.5495414733886719,40.40000915527344,48.52195358276367,0.9333898425102234,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0.40249374754065664,2.0184067252650157,-1.7611448369107645
